11/21/2018
10:36 AM
aGe-noise_2018.08.24_NOISE_freqtest01.2Spec.txt

Original Date: 																																																																																																																																																																																																																																																																																																																																																																																																																
8/24/2018																																																																																																																																																																																																																																																																																																																																																																																																																
11:29 AM																																																																																																																																																																																																																																																																																																																																																																																																																
Data taken by: Brenda																																																																																																																																																																																																																																																																																																																																																																																																																
Spectrum Analyzer is HP3561A at GPIB11::11::INSTR with the settings: range(dBV)=auto;span(Hz)=1000.00;numavg=2;trigger(on/off)=off,0.00																																																																																																																																																																																																																																																																																																																																																																																																																
Ammeter is Keithley 485 at GPIB11::22::INSTR																																																																																																																																																																																																																																																																																																																																																																																																																
df (Hz): 2.5																																																																																																																																																																																																																																																																																																																																																																																																																
AutoRange?: Auto																																																																																																																																																																																																																																																																																																																																																																																																																
Range (dBV): -47																																																																																																																																																																																																																																																																																																																																																																																																																
Span for HP (Hz): 1000																																																																																																																																																																																																																																																																																																																																																																																																																
Spectra to Avg per Trace: 2																																																																																																																																																																																																																																																																																																																																																																																																																
Trigger: Off																																																																																																																																																																																																																																																																																																																																																																																																																
Data Mode: Power Spectrum																																																																																																																																																																																																																																																																																																																																																																																																																
Temperature (K): 450																																																																																																																																																																																																																																																																																																																																																																																																																
Mean Current (A): 1.7249e-5																																																																																																																																																																																																																																																																																																																																																																																																																
Preamp Gain: 1e+7																																																																																																																																																																																																																																																																																																																																																																																																																
Bias (V): 88.1																																																																																																																																																																																																																																																																																																																																																																																																																
Start Delay (min): 3																																																																																																																																																																																																																																																																																																																																																																																																																
Total Traces: 1024																																																																																																																																																																																																																																																																																																																																																																																																																
Read Mean?: All Traces																																																																																																																																																																																																																																																																																																																																																																																																																
Battery Box Resistance (Ohms): 1e+6																																																																																																																																																																																																																																																																																																																																																																																																																
description																																																																																																																																																																																																																																																																																																																																																																																																																
********************
Normalized Freq (f/fc)	O1	Normalized Freq (f/fc)	O2	Normalized Freq (f/fc)	O3	Normalized Freq (f/fc)	O4	Normalized Freq (f/fc)	O5	Normalized Freq (f/fc)	O6	Normalized Freq (f/fc)	O7	
0.000000E+0	2.048000E+3	0.000000E+0	4.096000E+3	0.000000E+0	8.192000E+3	0.000000E+0	1.638400E+4	0.000000E+0	3.276800E+4	0.000000E+0	6.553600E+4	0.000000E+0	1.310720E+5
8.524136E-5	3.485694E+0	3.812110E-5	4.802151E+1	1.811480E-5	9.606228E+1	8.839118E-6	1.508625E+2	4.367047E-6	2.121902E+2	2.170641E-6	7.229923E+1	1.082130E-6	5.261268E-1
1.704827E-4	6.054159E+0	7.624219E-5	2.478827E+1	3.622960E-5	8.701052E+1	1.767824E-5	1.416483E+2	8.734095E-6	2.956810E+2	4.341283E-6	4.363132E+2	2.164260E-6	9.124627E+2
2.557241E-4	4.717947E+0	1.143633E-4	7.835067E+0	5.434440E-5	5.907922E+1	2.651735E-5	4.305948E+1	1.310114E-5	1.629010E+2	6.511924E-6	1.560866E+2	3.246390E-6	2.199865E+2
3.409655E-4	1.525331E+1	1.524844E-4	3.183717E+0	7.245920E-5	1.717749E+1	3.535647E-5	1.071057E+1	1.746819E-5	7.744303E+1	8.682566E-6	2.130401E+2	4.328521E-6	8.598740E+2
4.262068E-4	5.247951E-1	1.906055E-4	1.006053E+1	9.057400E-5	2.957376E+1	4.419559E-5	6.830014E+1	2.183524E-5	1.310454E+2	1.085321E-5	1.598965E+2	5.410651E-6	1.706998E+2
5.114482E-4	3.549774E+1	2.287266E-4	2.910369E+1	1.086888E-4	9.486877E+1	5.303471E-5	1.471201E+2	2.620228E-5	3.755630E+2	1.302385E-5	5.458065E+2	6.492781E-6	8.023355E+2
5.966895E-4	2.461484E+0	2.668477E-4	1.160454E+1	1.268036E-4	4.744537E+0	6.187382E-5	1.527728E+0	3.056933E-5	8.099075E-1	1.519449E-5	2.974780E+1	7.574911E-6	2.080270E+2
6.819309E-4	5.062577E-1	3.049688E-4	1.712174E+1	1.449184E-4	5.361676E+0	7.071294E-5	1.279721E+1	3.493638E-5	2.627656E+1	1.736513E-5	5.315527E+1	8.657041E-6	8.063620E+1
7.671723E-4	8.514851E+0	3.430899E-4	4.356137E+1	1.630332E-4	8.311329E+1	7.955206E-5	1.424615E+2	3.930343E-5	2.451617E+2	1.953577E-5	4.293213E+2	9.739171E-6	6.748688E+2
